"SystemCodeNumber","Timestamp","Occupancy","Capacity","t","occupancy_rate","price","price_change_factor","pricing_model","time","diff"
"Others-CCCPS135a","2016-10-05 07:57:00","1104","3883","2016-10-05T07:57:00.000000000","0.28431625032191604","20.0","0.014215812516095803","Model1_Baseline","1751867904994","1"
"BHMBCCTHL01","2016-10-05 09:04:00","211","387","2016-10-05T09:04:00.000000000","0.5452196382428941","20.0","0.027260981912144707","Model1_Baseline","1751867904994","1"
"BHMBCCTHL01","2016-10-05 10:30:00","337","387","2016-10-05T10:30:00.000000000","0.8708010335917312","20.0","0.043540051679586564","Model1_Baseline","1751867904994","1"
"Others-CCCPS119a","2016-10-05 10:30:00","586","2803","2016-10-05T10:30:00.000000000","0.20906171958615768","20.0","0.010453085979307886","Model1_Baseline","1751867904994","1"
"Others-CCCPS8","2016-10-05 07:57:00","453","1322","2016-10-05T07:57:00.000000000","0.3426626323751891","20.0","0.017133131618759456","Model1_Baseline","1751867904994","1"
"Others-CCCPS105a","2016-10-05 10:04:00","1246","2009","2016-10-05T10:04:00.000000000","0.6202090592334495","20.0","0.031010452961672475","Model1_Baseline","1751867904994","1"
"BHMBCCMKT01","2016-10-05 10:04:00","114","577","2016-10-05T10:04:00.000000000","0.1975736568457539","20.0","0.009878682842287696","Model1_Baseline","1751867904994","1"
"Others-CCCPS119a","2016-10-05 09:04:00","419","2803","2016-10-05T09:04:00.000000000","0.14948269711023904","20.0","0.007474134855511952","Model1_Baseline","1751867904994","1"
"BHMMBMMBX01","2016-10-05 10:30:00","578","687","2016-10-05T10:30:00.000000000","0.8413391557496361","20.0","0.04206695778748181","Model1_Baseline","1751867905050","1"
"BHMNCPHST01","2016-10-05 10:30:00","736","1200","2016-10-05T10:30:00.000000000","0.6133333333333333","20.0","0.030666666666666665","Model1_Baseline","1751867905050","1"
"Others-CCCPS135a","2016-10-05 10:30:00","3117","3883","2016-10-05T10:30:00.000000000","0.8027298480556271","20.0","0.04013649240278136","Model1_Baseline","1751867905050","1"
"BHMMBMMBX01","2016-10-05 11:04:00","619","687","2016-10-05T11:04:00.000000000","0.901018922852984","20.0","0.045050946142649206","Model1_Baseline","1751867905050","1"
"Others-CCCPS8","2016-10-05 12:57:00","827","1322","2016-10-05T12:57:00.000000000","0.6255673222390318","20.0","0.03127836611195159","Model1_Baseline","1751867906136","1"
"Others-CCCPS8","2016-10-05 12:04:00","809","1322","2016-10-05T12:04:00.000000000","0.6119515885022693","20.0","0.030597579425113465","Model1_Baseline","1751867906136","1"
"Others-CCCPS135a","2016-10-05 11:30:00","3194","3883","2016-10-05T11:30:00.000000000","0.822559876384239","20.0","0.04112799381921195","Model1_Baseline","1751867906136","1"
"Others-CCCPS98","2016-10-05 11:30:00","1259","3103","2016-10-05T11:30:00.000000000","0.4057363841443764","20.0","0.020286819207218823","Model1_Baseline","1751867906136","1"
"BHMBCCMKT01","2016-10-05 12:30:00","183","577","2016-10-05T12:30:00.000000000","0.317157712305026","20.0","0.0158578856152513","Model1_Baseline","1751867906136","1"
"Others-CCCPS105a","2016-10-05 12:04:00","1459","2009","2016-10-05T12:04:00.000000000","0.726231956197113","20.0","0.03631159780985565","Model1_Baseline","1751867906136","1"
"Others-CCCPS202","2016-10-05 11:04:00","1330","2937","2016-10-05T11:04:00.000000000","0.4528430371127","20.0","0.022642151855635003","Model1_Baseline","1751867906136","1"
"Others-CCCPS202","2016-10-05 12:30:00","1371","2937","2016-10-05T12:30:00.000000000","0.466802860061287","20.0","0.02334014300306435","Model1_Baseline","1751867906136","1"
"Others-CCCPS135a","2016-10-05 12:30:00","3190","3883","2016-10-05T12:30:00.000000000","0.8215297450424929","20.0","0.04107648725212465","Model1_Baseline","1751867906136","1"
"Others-CCCPS202","2016-10-05 11:30:00","1340","2937","2016-10-05T11:30:00.000000000","0.45624787197820904","20.0","0.022812393598910453","Model1_Baseline","1751867906136","1"
"Others-CCCPS202","2016-10-05 12:04:00","1359","2937","2016-10-05T12:04:00.000000000","0.4627170582226762","20.0","0.023135852911133813","Model1_Baseline","1751867906136","1"
"Others-CCCPS119a","2016-10-05 12:30:00","580","2803","2016-10-05T12:30:00.000000000","0.20692115590438814","20.0","0.010346057795219408","Model1_Baseline","1751867906136","1"
"Shopping","2016-10-05 12:04:00","1446","1920","2016-10-05T12:04:00.000000000","0.753125","20.0","0.03765625","Model1_Baseline","1751867906136","1"
"BHMBCCMKT01","2016-10-05 12:04:00","178","577","2016-10-05T12:04:00.000000000","0.30849220103986136","20.0","0.015424610051993068","Model1_Baseline","1751867906136","1"
"BHMBCCTHL01","2016-10-05 11:04:00","339","387","2016-10-05T11:04:00.000000000","0.875968992248062","20.0","0.043798449612403104","Model1_Baseline","1751867906136","1"
"BHMNCPHST01","2016-10-05 12:30:00","770","1200","2016-10-05T12:30:00.000000000","0.6416666666666667","20.0","0.03208333333333334","Model1_Baseline","1751867906136","1"
"Broad Street","2016-10-05 12:30:00","662","690","2016-10-05T12:30:00.000000000","0.9594202898550724","20.0","0.04797101449275362","Model1_Baseline","1751867906136","1"
"BHMNCPHST01","2016-10-05 12:57:00","756","1200","2016-10-05T12:57:00.000000000","0.63","20.0","0.0315","Model1_Baseline","1751867906136","1"
"BHMNCPNST01","2016-10-05 12:04:00","369","485","2016-10-05T12:04:00.000000000","0.7608247422680412","20.0","0.038041237113402064","Model1_Baseline","1751867906136","1"
"Shopping","2016-10-05 11:04:00","1410","1920","2016-10-05T11:04:00.000000000","0.734375","20.0","0.03671875","Model1_Baseline","1751867906136","1"
"Broad Street","2016-10-05 12:04:00","653","690","2016-10-05T12:04:00.000000000","0.946376811594203","20.0","0.04731884057971015","Model1_Baseline","1751867906136","1"
"Others-CCCPS105a","2016-10-05 12:57:00","1490","2009","2016-10-05T12:57:00.000000000","0.741662518666003","20.0","0.03708312593330015","Model1_Baseline","1751867906136","1"
"Others-CCCPS119a","2016-10-05 11:30:00","593","2803","2016-10-05T11:30:00.000000000","0.21155904388155547","20.0","0.010577952194077775","Model1_Baseline","1751867906136","1"
"BHMNCPNST01","2016-10-05 12:57:00","373","485","2016-10-05T12:57:00.000000000","0.7690721649484537","20.0","0.03845360824742269","Model1_Baseline","1751867906136","1"
"BHMMBMMBX01","2016-10-05 11:30:00","640","687","2016-10-05T11:30:00.000000000","0.9315866084425036","20.0","0.046579330422125184","Model1_Baseline","1751867906136","1"
"BHMMBMMBX01","2016-10-05 12:30:00","661","687","2016-10-05T12:30:00.000000000","0.9621542940320232","20.0","0.04810771470160116","Model1_Baseline","1751867906136","1"
"Shopping","2016-10-05 12:57:00","1418","1920","2016-10-05T12:57:00.000000000","0.7385416666666667","20.0","0.03692708333333333","Model1_Baseline","1751867906136","1"
"BHMNCPNST01","2016-10-05 11:30:00","366","485","2016-10-05T11:30:00.000000000","0.7546391752577319","20.0","0.0377319587628866","Model1_Baseline","1751867906136","1"
"Others-CCCPS119a","2016-10-05 11:04:00","603","2803","2016-10-05T11:04:00.000000000","0.21512665001783804","20.0","0.010756332500891903","Model1_Baseline","1751867906136","1"
"Others-CCCPS98","2016-10-05 12:04:00","1264","3103","2016-10-05T12:04:00.000000000","0.4073477280051563","20.0","0.020367386400257814","Model1_Baseline","1751867906136","1"
"BHMNCPHST01","2016-10-05 12:04:00","779","1200","2016-10-05T12:04:00.000000000","0.6491666666666667","20.0","0.03245833333333333","Model1_Baseline","1751867906136","1"
"Others-CCCPS105a","2016-10-05 11:04:00","1411","2009","2016-10-05T11:04:00.000000000","0.7023394723743156","20.0","0.03511697361871578","Model1_Baseline","1751867906136","1"
"Broad Street","2016-10-05 11:04:00","624","690","2016-10-05T11:04:00.000000000","0.9043478260869565","20.0","0.04521739130434783","Model1_Baseline","1751867906136","1"
"Others-CCCPS98","2016-10-05 11:04:00","1250","3103","2016-10-05T11:04:00.000000000","0.4028359651949726","20.0","0.02014179825974863","Model1_Baseline","1751867906136","1"
"Others-CCCPS8","2016-10-05 12:30:00","811","1322","2016-10-05T12:30:00.000000000","0.613464447806354","20.0","0.030673222390317702","Model1_Baseline","1751867906136","1"
"Others-CCCPS119a","2016-10-05 12:04:00","582","2803","2016-10-05T12:04:00.000000000","0.20763467713164466","20.0","0.010381733856582233","Model1_Baseline","1751867906136","1"
"BHMNCPHST01","2016-10-05 11:04:00","757","1200","2016-10-05T11:04:00.000000000","0.6308333333333334","20.0","0.03154166666666667","Model1_Baseline","1751867906136","1"
"Others-CCCPS105a","2016-10-05 11:30:00","1436","2009","2016-10-05T11:30:00.000000000","0.7147834743653559","20.0","0.0357391737182678","Model1_Baseline","1751867906136","1"
"BHMMBMMBX01","2016-10-05 12:04:00","650","687","2016-10-05T12:04:00.000000000","0.9461426491994177","20.0","0.04730713245997089","Model1_Baseline","1751867906136","1"
"Broad Street","2016-10-05 11:30:00","634","690","2016-10-05T11:30:00.000000000","0.9188405797101449","20.0","0.04594202898550725","Model1_Baseline","1751867906136","1"
"Others-CCCPS8","2016-10-05 11:04:00","792","1322","2016-10-05T11:04:00.000000000","0.5990922844175491","20.0","0.02995461422087746","Model1_Baseline","1751867906136","1"
"BHMBCCTHL01","2016-10-05 11:30:00","340","387","2016-10-05T11:30:00.000000000","0.8785529715762274","20.0","0.043927648578811374","Model1_Baseline","1751867906136","1"
"BHMEURBRD01","2016-10-05 11:30:00","429","470","2016-10-05T11:30:00.000000000","0.9127659574468086","20.0","0.04563829787234043","Model1_Baseline","1751867906136","1"
"BHMNCPNST01","2016-10-05 11:04:00","367","485","2016-10-05T11:04:00.000000000","0.756701030927835","20.0","0.03783505154639175","Model1_Baseline","1751867906136","1"
"BHMBCCMKT01","2016-10-05 11:30:00","162","577","2016-10-05T11:30:00.000000000","0.2807625649913345","20.0","0.014038128249566725","Model1_Baseline","1751867906136","1"
"Others-CCCPS135a","2016-10-05 12:04:00","3213","3883","2016-10-05T12:04:00.000000000","0.8274530002575329","20.0","0.04137265001287665","Model1_Baseline","1751867906136","1"
"BHMBCCTHL01","2016-10-05 12:30:00","336","387","2016-10-05T12:30:00.000000000","0.8682170542635659","20.0","0.043410852713178294","Model1_Baseline","1751867906136","1"
"Shopping","2016-10-05 12:30:00","1437","1920","2016-10-05T12:30:00.000000000","0.7484375","20.0","0.037421875","Model1_Baseline","1751867906136","1"
"Others-CCCPS105a","2016-10-05 12:30:00","1472","2009","2016-10-05T12:30:00.000000000","0.732702837232454","20.0","0.0366351418616227","Model1_Baseline","1751867906136","1"
"BHMBCCMKT01","2016-10-05 11:04:00","148","577","2016-10-05T11:04:00.000000000","0.2564991334488735","20.0","0.012824956672443676","Model1_Baseline","1751867906136","1"
"Others-CCCPS202","2016-10-05 12:57:00","1381","2937","2016-10-05T12:57:00.000000000","0.47020769492679604","20.0","0.023510384746339805","Model1_Baseline","1751867906136","1"
"Shopping","2016-10-05 11:30:00","1430","1920","2016-10-05T11:30:00.000000000","0.7447916666666666","20.0","0.03723958333333333","Model1_Baseline","1751867906136","1"
"BHMEURBRD01","2016-10-05 12:04:00","447","470","2016-10-05T12:04:00.000000000","0.951063829787234","20.0","0.047553191489361706","Model1_Baseline","1751867906136","1"
"BHMEURBRD01","2016-10-05 12:30:00","450","470","2016-10-05T12:30:00.000000000","0.9574468085106383","20.0","0.04787234042553192","Model1_Baseline","1751867906136","1"
"Others-CCCPS98","2016-10-05 12:30:00","1278","3103","2016-10-05T12:30:00.000000000","0.41185949081534","20.0","0.020592974540767","Model1_Baseline","1751867906136","1"
"BHMBCCTHL01","2016-10-05 12:57:00","343","387","2016-10-05T12:57:00.000000000","0.8863049095607235","20.0","0.044315245478036176","Model1_Baseline","1751867906136","1"
"BHMEURBRD01","2016-10-05 11:04:00","420","470","2016-10-05T11:04:00.000000000","0.8936170212765957","20.0","0.04468085106382979","Model1_Baseline","1751867906136","1"
"Others-CCCPS135a","2016-10-05 11:04:00","3177","3883","2016-10-05T11:04:00.000000000","0.8181818181818182","20.0","0.040909090909090916","Model1_Baseline","1751867906136","1"
"Others-CCCPS8","2016-10-05 11:30:00","796","1322","2016-10-05T11:30:00.000000000","0.6021180030257186","20.0","0.030105900151285933","Model1_Baseline","1751867906136","1"
"Others-CCCPS135a","2016-10-05 12:57:00","3145","3883","2016-10-05T12:57:00.000000000","0.8099407674478496","20.0","0.040497038372392484","Model1_Baseline","1751867906136","1"
"BHMNCPNST01","2016-10-05 12:17:00","376","485","2016-10-05T12:17:00.000000000","0.7752577319587629","20.0","0.03876288659793815","Model1_Baseline","1751867906136","1"
"BHMEURBRD01","2016-10-05 12:57:00","451","470","2016-10-05T12:57:00.000000000","0.9595744680851064","20.0","0.047978723404255325","Model1_Baseline","1751867906136","1"
"BHMBCCTHL01","2016-10-05 12:04:00","337","387","2016-10-05T12:04:00.000000000","0.8708010335917312","20.0","0.043540051679586564","Model1_Baseline","1751867906136","1"
"Others-CCCPS119a","2016-10-05 12:57:00","586","2803","2016-10-05T12:57:00.000000000","0.20906171958615768","20.0","0.010453085979307886","Model1_Baseline","1751867906136","1"
"BHMNCPHST01","2016-10-05 11:30:00","774","1200","2016-10-05T11:30:00.000000000","0.645","20.0","0.03225","Model1_Baseline","1751867906136","1"
"BHMNCPHST01","2016-10-05 13:30:00","761","1200","2016-10-05T13:30:00.000000000","0.6341666666666667","20.0","0.03170833333333333","Model1_Baseline","1751867906916","1"
"Broad Street","2016-10-05 12:57:00","665","690","2016-10-05T12:57:00.000000000","0.9637681159420289","20.0","0.04818840579710145","Model1_Baseline","1751867906916","1"
"BHMEURBRD01","2016-10-05 14:30:00","447","470","2016-10-05T14:30:00.000000000","0.951063829787234","20.0","0.047553191489361706","Model1_Baseline","1751867906916","1"
"BHMBCCMKT01","2016-10-05 14:57:00","145","577","2016-10-05T14:57:00.000000000","0.2512998266897747","20.0","0.012564991334488735","Model1_Baseline","1751867906916","1"
"Others-CCCPS135a","2016-10-05 13:30:00","3146","3883","2016-10-05T13:30:00.000000000","0.8101983002832861","20.0","0.04050991501416431","Model1_Baseline","1751867906916","1"
"BHMNCPNST01","2016-10-05 13:57:00","368","485","2016-10-05T13:57:00.000000000","0.7587628865979381","20.0","0.03793814432989691","Model1_Baseline","1751867906916","1"
"Shopping","2016-10-05 14:30:00","1409","1920","2016-10-05T14:30:00.000000000","0.7338541666666667","20.0","0.03669270833333334","Model1_Baseline","1751867906916","1"
"Shopping","2016-10-05 13:30:00","1427","1920","2016-10-05T13:30:00.000000000","0.7432291666666667","20.0","0.037161458333333335","Model1_Baseline","1751867906916","1"
"Shopping","2016-10-05 13:57:00","1422","1920","2016-10-05T13:57:00.000000000","0.740625","20.0","0.03703125","Model1_Baseline","1751867906916","1"
"Others-CCCPS98","2016-10-05 14:57:00","1135","3103","2016-10-05T14:57:00.000000000","0.3657750563970351","20.0","0.018288752819851758","Model1_Baseline","1751867906916","1"
"BHMMBMMBX01","2016-10-05 13:30:00","638","687","2016-10-05T13:30:00.000000000","0.9286754002911208","20.0","0.04643377001455604","Model1_Baseline","1751867906916","1"
"BHMBCCTHL01","2016-10-05 14:30:00","336","387","2016-10-05T14:30:00.000000000","0.8682170542635659","20.0","0.043410852713178294","Model1_Baseline","1751867906916","1"
"Others-CCCPS135a","2016-10-05 13:57:00","3140","3883","2016-10-05T13:57:00.000000000","0.808653103270667","20.0","0.04043265516353335","Model1_Baseline","1751867906916","1"
"BHMBCCTHL01","2016-10-05 13:57:00","345","387","2016-10-05T13:57:00.000000000","0.8914728682170543","20.0","0.044573643410852716","Model1_Baseline","1751867906916","1"
"Others-CCCPS202","2016-10-05 13:57:00","1375","2937","2016-10-05T13:57:00.000000000","0.4681647940074906","20.0","0.023408239700374533","Model1_Baseline","1751867906916","1"
"Others-CCCPS202","2016-10-05 14:30:00","1350","2937","2016-10-05T14:30:00.000000000","0.45965270684371806","20.0","0.022982635342185906","Model1_Baseline","1751867906916","1"
"BHMMBMMBX01","2016-10-05 14:30:00","620","687","2016-10-05T14:30:00.000000000","0.9024745269286754","20.0","0.04512372634643377","Model1_Baseline","1751867906916","1"
"Others-CCCPS8","2016-10-05 13:30:00","824","1322","2016-10-05T13:30:00.000000000","0.6232980332829047","20.0","0.031164901664145234","Model1_Baseline","1751867906916","1"
"BHMNCPNST01","2016-10-05 13:30:00","372","485","2016-10-05T13:30:00.000000000","0.7670103092783506","20.0","0.03835051546391753","Model1_Baseline","1751867906916","1"
"BHMBCCMKT01","2016-10-05 13:30:00","179","577","2016-10-05T13:30:00.000000000","0.31022530329289427","20.0","0.015511265164644714","Model1_Baseline","1751867906916","1"
"Others-CCCPS105a","2016-10-05 14:30:00","1414","2009","2016-10-05T14:30:00.000000000","0.7038327526132404","20.0","0.03519163763066202","Model1_Baseline","1751867906916","1"
"BHMMBMMBX01","2016-10-05 13:57:00","635","687","2016-10-05T13:57:00.000000000","0.9243085880640466","20.0","0.046215429403202335","Model1_Baseline","1751867906916","1"
"BHMNCPHST01","2016-10-05 14:30:00","767","1200","2016-10-05T14:30:00.000000000","0.6391666666666667","20.0","0.03195833333333333","Model1_Baseline","1751867906916","1"
"BHMNCPHST01","2016-10-05 13:57:00","764","1200","2016-10-05T13:57:00.000000000","0.6366666666666667","20.0","0.03183333333333334","Model1_Baseline","1751867906916","1"
"BHMEURBRD01","2016-10-05 13:30:00","454","470","2016-10-05T13:30:00.000000000","0.9659574468085106","20.0","0.048297872340425534","Model1_Baseline","1751867906916","1"
"Others-CCCPS119a","2016-10-05 14:30:00","547","2803","2016-10-05T14:30:00.000000000","0.19514805565465573","20.0","0.009757402782732787","Model1_Baseline","1751867906916","1"
"Others-CCCPS98","2016-10-05 14:30:00","1192","3103","2016-10-05T14:30:00.000000000","0.3841443764099259","20.0","0.019207218820496294","Model1_Baseline","1751867906916","1"
"BHMBCCMKT01","2016-10-05 14:30:00","158","577","2016-10-05T14:30:00.000000000","0.2738301559792028","20.0","0.01369150779896014","Model1_Baseline","1751867906916","1"
"BHMBCCTHL01","2016-10-05 14:57:00","326","387","2016-10-05T14:57:00.000000000","0.8423772609819121","20.0","0.04211886304909561","Model1_Baseline","1751867906916","1"
"BHMBCCTHL01","2016-10-05 13:30:00","345","387","2016-10-05T13:30:00.000000000","0.8914728682170543","20.0","0.044573643410852716","Model1_Baseline","1751867906916","1"
"Others-CCCPS98","2016-10-05 13:57:00","1237","3103","2016-10-05T13:57:00.000000000","0.3986464711569449","20.0","0.019932323557847246","Model1_Baseline","1751867906916","1"
"Broad Street","2016-10-05 13:30:00","669","690","2016-10-05T13:30:00.000000000","0.9695652173913043","20.0","0.04847826086956522","Model1_Baseline","1751867906916","1"
"Others-CCCPS105a","2016-10-05 13:57:00","1453","2009","2016-10-05T13:57:00.000000000","0.7232453957192633","20.0","0.036162269785963166","Model1_Baseline","1751867906916","1"
"Others-CCCPS8","2016-10-05 14:30:00","794","1322","2016-10-05T14:30:00.000000000","0.6006051437216339","20.0","0.030030257186081696","Model1_Baseline","1751867906916","1"
"Others-CCCPS105a","2016-10-05 14:57:00","1355","2009","2016-10-05T14:57:00.000000000","0.6744649079143853","20.0","0.03372324539571927","Model1_Baseline","1751867906916","1"
"Broad Street","2016-10-05 14:30:00","653","690","2016-10-05T14:30:00.000000000","0.946376811594203","20.0","0.04731884057971015","Model1_Baseline","1751867906916","1"
"Others-CCCPS105a","2016-10-05 13:30:00","1462","2009","2016-10-05T13:30:00.000000000","0.7277252364360378","20.0","0.036386261821801894","Model1_Baseline","1751867906916","1"
"Broad Street","2016-10-05 13:57:00","662","690","2016-10-05T13:57:00.000000000","0.9594202898550724","20.0","0.04797101449275362","Model1_Baseline","1751867906916","1"
"BHMMBMMBX01","2016-10-05 12:57:00","663","687","2016-10-05T12:57:00.000000000","0.9650655021834061","20.0","0.04825327510917031","Model1_Baseline","1751867906916","1"
"BHMBCCMKT01","2016-10-05 12:57:00","175","577","2016-10-05T12:57:00.000000000","0.30329289428076256","20.0","0.015164644714038129","Model1_Baseline","1751867906916","1"
"BHMEURBRD01","2016-10-05 13:57:00","455","470","2016-10-05T13:57:00.000000000","0.9680851063829787","20.0","0.04840425531914894","Model1_Baseline","1751867906916","1"
"Others-CCCPS135a","2016-10-05 14:30:00","3072","3883","2016-10-05T14:30:00.000000000","0.7911408704609838","20.0","0.039557043523049194","Model1_Baseline","1751867906916","1"
"BHMNCPNST01","2016-10-05 14:30:00","361","485","2016-10-05T14:30:00.000000000","0.7443298969072165","20.0","0.037216494845360826","Model1_Baseline","1751867906916","1"
"Others-CCCPS119a","2016-10-05 13:57:00","579","2803","2016-10-05T13:57:00.000000000","0.2065643952907599","20.0","0.010328219764537995","Model1_Baseline","1751867906916","1"
"Others-CCCPS202","2016-10-05 13:30:00","1386","2937","2016-10-05T13:30:00.000000000","0.47191011235955055","20.0","0.02359550561797753","Model1_Baseline","1751867906916","1"
"Others-CCCPS8","2016-10-05 13:57:00","818","1322","2016-10-05T13:57:00.000000000","0.6187594553706506","20.0","0.03093797276853253","Model1_Baseline","1751867906916","1"
"Others-CCCPS119a","2016-10-05 13:30:00","583","2803","2016-10-05T13:30:00.000000000","0.20799143774527293","20.0","0.010399571887263648","Model1_Baseline","1751867906916","1"
"BHMBCCMKT01","2016-10-05 13:57:00","174","577","2016-10-05T13:57:00.000000000","0.30155979202772965","20.0","0.015077989601386482","Model1_Baseline","1751867906916","1"
"Others-CCCPS98","2016-10-05 13:30:00","1248","3103","2016-10-05T13:30:00.000000000","0.4021914276506606","20.0","0.020109571382533033","Model1_Baseline","1751867906916","1"
"Others-CCCPS119a","2016-10-05 14:57:00","521","2803","2016-10-05T14:57:00.000000000","0.18587227970032108","20.0","0.009293613985016054","Model1_Baseline","1751867906916","1"
"Shopping","2016-10-05 14:57:00","1378","1920","2016-10-05T14:57:00.000000000","0.7177083333333333","20.0","0.03588541666666666","Model1_Baseline","1751867906916","1"
"Others-CCCPS98","2016-10-05 12:57:00","1279","3103","2016-10-05T12:57:00.000000000","0.412181759587496","20.0","0.0206090879793748","Model1_Baseline","1751867906916","1"
